budget,release_date,revenue,title,Vote_Average
80000000,1920,254455986,The Hangover Part II,100.25
80000000,1925,280000000,Batman Returns,100.25
80000000,1930,343397247,Over the Hedge,100.25
80000000,1937,145771527,Lilo & Stitch,100.25
85000000,1958,144000000,Charlotte's Web,100.25
45000000,1920,50871113,Unleashed,100.25
43000000,1925,68696770,The Sweetest Thing,100.25
42000000,1930,270248367,The Firm,100.25
44000000,1937,48190704,Charlie St. Cloud,100.25
40000000,1958,51070807,The Mechanic,100.25
30000000,1920,14000000,Welcome to Mooseport,100.25
26000000,1925,36800000,Highlander: The Final Dimension,100.25
26000000,1930,0,Blood and Wine,100.25
26000000,1937,0,Snow White: A Tale of Terror,100.25
0,1958,0,The Curse of the Jade Scorpion,100.25
16000000,1920,0,Hollywood Ending,100.25
6500000,1925,4217115,Detroit Rock City,100.25
16000000,1930,5900000,Highlander,100.25
16000000,1937,2849142,Things We Lost in the Fire,100.25
16000000,1958,1686429,Steel,100.25
9000000,1920,21510851,Black Christmas,100.25
0,1925,0,Breakin' All the Rules,100.25
9000000,1930,0,Henry V,100.25
0,1937,0,The Savages,100.25
0,1958,6126237,Chasing Papi,100.25
3500000,1920,19504039,Margin Call,100.25
0,1925,0,August,100.25
3000000,1930,3830137,Choke,100.25
3300000,1937,13092000,Whiplash,100.25
3300000,1958,30641770,City of God,100.25
0,1920,316472,Good Kill,100.25
0,1925,0,The Outrageous Sophie Tucker,100.25
0,1930,0,Now Is Good,100.25
500000,1937,0,Girls Gone Dead,100.25
0,1958,0,America Is Still the Place,100.25
75000000,1920,140464664,Deep Impact,100.5
42000000,1920,201585328,21 Jump Street,100.5
26000000,1920,0,Accidental Love,100.5
16000000,1920,5867686,The Immigrant,100.5
8500000,1920,19125401,The Way of the Gun,100.5
600000,1920,4000000,Human Traffic,100.5
0,1920,0,Subconscious,100.5
84000000,1920,0,RED 2,100.58
42000000,1920,363889678,Notting Hill,100.58
25530000,1920,20080020,Flipper,100.58
0,1920,0,The White Countess,100.58
9000000,1920,4777465,Igby Goes Down,100.58
3400000,1920,0,To Write Love on Her Arms,100.58
0,1920,0,Enter Nowhere,100.58
82000000,1938,190320568,The Longest Yard,100.67
45000000,1938,224834564,Chicken Run,100.67
26000000,1938,30523226,Self/less,100.67
20000000,1938,24261569,Trance,100.67
9000000,1938,4350774,PCU,100.67
0,1938,0,The Dead Girl,100.67
500,1938,0,El Rey de Najayo,100.67
75000000,1901,342695435,Alvin and the Chipmunks: Chipwrecked,101.17
42000000,1901,171963386,Along Came Polly,101.17
25000000,1901,82466670,The Constant Gardener,101.17
16000000,1901,14822346,Soul Plane,101.17
0,1901,0,The Ultimate Gift,101.17
3800000,1901,16800000,The Hunt,101.17
0,1901,0,Fight to the Finish,101.17
80000000,1960,246984278,Grown Ups 2,101.5
40000000,1960,70100000,Boomerang,101.5
30000000,1960,611899420,The Passion of the Christ,101.5
11000000,1960,53191886,Welcome to the Sticks,101.5
9000000,1960,0,The Ice Pirates,101.5
0,1960,19294144,A Christmas Story,101.5
0,1960,0,Alleluia! The Devil's Carnival,101.5
80000000,1920,230685453,Get Smart,101.83
43000000,1920,158674180,The Heat,101.83
25000000,1920,441286195,Mrs. Doubtfire,101.83
0,1920,0,Good,101.83
9000000,1920,2955039,Gracie,101.83
0,1920,0,Bella,101.83
0,1920,0,The Sound and the Shadow,101.83
80000000,1926,266728738,Something's Gotta Give,102.08
31115000,1926,71000000,Cleopatra,102.08
25000000,1926,412800000,Rain Man,102.08
13000000,1926,754249,Enter the Void,102.08
9000000,1926,0,Trust the Man,102.08
4300000,1926,0,Class of 1984,102.08
0,1926,0,Rodeo Girl,102.08
80000000,1925,294804195,Shutter Island,102.17
0,1925,73100172,Here Comes the Boom,102.17
33000000,1925,269958228,Gran Torino,102.17
16000000,1925,0,Vamps,102.17
0,1925,0,Hamlet 2,102.17
3300000,1925,45000,The Opposite Sex,102.17
0,1925,0,Born to Fly: Elizabeth Streb vs. Gravity,102.17
80000000,1925,163733697,Four Christmases,103
42000000,1925,63781810,High Crimes,103
25100000,1925,29506464,W.,103
16000000,1925,47801389,Hachi: A Dog's Tale,103
0,1925,1053788,Velvet Goldmine,103
2000000,1925,7,Dreaming of Joseph Lees,103
500000,1925,0,The Little Ponderosa Zoo,103
75000000,1901,260696994,Robots,103.08
42000000,1901,0,The Mirror Has Two Faces,103.08
25000000,1901,226830568,Taken,103.08
16000000,1901,0,Zulu,103.08
0,1901,0,The Wailing,103.08
0,1901,28814580,The Class,103.08
0,1901,0,The Toxic Avenger,103.08
80000000,1901,245676146,Face/Off,103.33
80000000,1901,212874442,Bedtime Stories,103.33
80000000,1920,181001478,Road to Perdition,103.33
32000000,1901,55157539,The Mothman Prophecies,103.33
42000000,1901,0,Brüno,103.33
32000000,1920,156167015,Licence to Kill,103.33
26000000,1901,35926213,The Best of Me,103.33
25000000,1901,411006740,The Bodyguard,103.33
22000000,1920,321365567,Schindler's List,103.33
16000000,1901,3442853,The Homesman,103.33
15600000,1901,0,Juwanna Mann,103.33
0,1920,0,Ararat,103.33
9000000,1901,18663238,Glee: The Concert Movie,103.33
0,1901,0,The Legend of Suriyothai,103.33
9000000,1920,0,Two Evil Eyes,103.33
3200000,1901,33395426,Rosemary's Baby,103.33
3200000,1901,8000000,The Man Who Shot Liberty Valance,103.33
0,1920,2277396,Adam,103.33
0,1901,0,Straight Out of Brooklyn,103.33
0,1901,773228,Bloody Sunday,103.33
0,1920,0,Diamond Ruff,103.33
80000000,1901,214918407,Just Go with It,103.83
75000000,1925,224012234,Con Air,103.83
42000000,1901,89162162,Red Riding Hood,103.83
60000000,1925,56359980,15 Minutes,103.83
25000000,1901,124272124,The Help,103.83
28000000,1925,8555008,The Fifth Estate,103.83
0,1901,0,Madison,103.83
15500000,1925,1237615,Slow Burn,103.83
6000000,1901,14348529,Barbecue,103.83
9000000,1925,0,All or Nothing,103.83
0,1901,0,Maria Full of Grace,103.83
3200000,1925,5332926,Beginners,103.83
450000,1901,973525,Conversations with Other Women,103.83
0,1925,0,Poultrygeist: Night of the Chicken Dead,103.83
80000000,1940,178066569,Eagle Eye,103.92
48000000,1940,20915465,Super Mario Bros.,103.92
0,1940,181466833,Scooby-Doo 2: Monsters Unleashed,103.92
15300000,1940,0,Wasabi,103.92
9000000,1940,771499,Princess Kaiulani,103.92
0,1940,658573,Feast,103.92
0,1940,0,Mutual Friends,103.92
79000000,1920,173013509,Cold Mountain,104.58
42000000,1920,24127895,Lord of War,104.58
26000000,1920,0,Forbidden Kingdom,104.58
15500000,1920,0,Slither,104.58
5000000,1920,140666,Opal Dream,104.58
2700000,1920,141000000,Animal House,104.58
439000,1920,2281000,42nd Street,104.58
80000000,1920,157107755,The Book of Eli,105
80000000,1920,177977226,Flubber,105
80000000,1926,91188905,The Haunting,105
80000000,1930,250200000,Space Jam,105
0,1940,0,The Pink Panther,105
80000000,1940,233093859,The Day the Earth Stood Still,105
75000000,1989,136982834,Conspiracy Theory,105
31000000,1920,177394432,Hero,105
40000000,1920,36893721,One for the Money,105
44000000,1926,12342632,The Interview,105
42000000,1930,11087569,The Warrior's Way,105
33000000,1940,14000000,Micmacs,105
41000000,1940,215000000,8 Mile,105
0,1989,0,Why I Did (Not) Eat My Father,105
30000000,1920,114908830,Freddy vs. Jason,105
0,1920,0,The Face of an Angel,105
25000000,1926,80936232,Jimmy Neutron: Boy Genius,105
25000000,1930,170764026,Cloverfield,105
25000000,1940,78000000,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,105
25000000,1940,76270454,The Untouchables,105
25000000,1989,171600000,No Country for Old Men,105
15000000,1920,316360478,Beverly Hills Cop,105
18000000,1920,476684675,Home Alone,105
0,1926,0,Three Men and a Baby,105
21000000,1930,177200000,Tootsie,105
15000000,1940,356830601,Top Gun,105
17000000,1940,213525736,"Crouching Tiger, Hidden Dragon",105
15000000,1989,356296601,American Beauty,105
6500000,1920,0,Flame & Citron,105
9000000,1920,1046166,Undiscovered,105
0,1926,0,Red Riding: In the Year of Our Lord 1974,105
0,1930,0,The Girl on the Train,105
9000000,1940,0,Veronika Decides to Die,105
5000000,1940,328203506,Crocodile Dundee,105
0,1989,0,"Ultramarines: A Warhammer 40,000 Movie",105
2500000,1920,124881062,Goldfinger,105
2400000,1920,0,Antiviral,105
3180000,1926,9644124,It's a Wonderful Life,105
4000000,1930,16491080,Trainspotting,105
0,1940,0,The Original Kings of Comedy,105
3000000,1940,177512032,Paranormal Activity 2,105
0,1989,0,Waking Ned,105
0,1920,0,Rise of the Entrepreneur: The Search for a Better Way,105
225000,1920,0,Metropolitan,105
0,1926,0,As It Is in Heaven,105
0,1930,0,Roadside,105
400000,1940,46118097,Napoleon Dynamite,105
0,1940,258384,Blue Ruin,105
15000,1989,193355800,Paranormal Activity,105
68000000,1937,211817906,Fury,105.33
65000000,1937,117487473,A Knight's Tale,105.33
25000000,1937,153997819,Ride Along,105.33
15000000,1937,414211549,The King's Speech,105.33
8800000,1937,0,The I Inside,105.33
4000000,1937,35564473,Bowling for Columbine,105.33
0,1937,0,Dogtown and Z-Boys,105.33
70000000,1939,164000000,Six Days Seven Nights,105.83
41000000,1939,0,The Medallion,105.83
25000000,1939,281929795,Bridget Jones's Diary,105.83
15000000,1939,216614388,Twins,105.83
7347125,1939,0,Beneath Hill 60,105.83
0,1939,0,Coming Home,105.83
400000,1939,5028948,Monty Python and the Holy Grail,105.83
80000000,1930,201584141,Yogi Bear,106.58
40000000,1930,672806292,The Sixth Sense,106.58
25000000,1930,152500343,Chocolat,106.58
15000000,1930,317000,The Yellow Handkerchief,106.58
0,1930,20374201,Polisse,106.58
3000000,1930,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,106.58
0,1930,0,Quinceañera,106.58
80000000,1924,122563539,Spirit: Stallion of the Cimarron,106.92
80000000,1925,169852759,Zookeeper,106.92
42000000,1924,46221189,Man on a Ledge,106.92
41000000,1925,7448385,The Big Year,106.92
45000000,1924,124914842,"Legally Blonde 2: Red, White & Blonde",106.92
25000000,1925,119772232,Parental Guidance,106.92
15000000,1924,146292009,The Color Purple,106.92
16000000,1925,11301649,Tidal Wave,106.92
86000000,1924,14373825,Awake,106.92
0,1925,0,Star Wars: Clone Wars: Volume 1,106.92
3000000,1924,20966644,A Room with a View,106.92
3000000,1925,89328627,The Purge,106.92
0,1924,0,Gory Gory Hallelujah,106.92
218,1925,1162014,Tarnation,106.92
80000000,1956,136159423,Lost in Space,108.08
8000000,1956,90815558,The Karate Kid,108.08
25000000,1956,147780440,No Strings Attached,108.08
14000000,1956,233555708,The Imitation Game,108.08
9000000,1956,0,Skin Trade,108.08
3000000,1956,77712439,Sinister,108.08
0,1956,0,I Want Your Money,108.08
80000000,1927,96105964,The Manchurian Candidate,108.5
40000000,1927,251171807,American Hustle,108.5
25000000,1927,56505065,Tombstone,108.5
0,1927,0,Private Benjamin,108.5
8500000,1927,32222567,The Lost Boys,108.5
3000000,1927,19184015,Martin Lawrence Live: Runteldat,108.5
0,1927,0,Love in the Time of Monsters,108.5
0,1932,0,Déjà Vu,108.83
40000000,1932,317375031,The Proposal,108.83
25000000,1932,91036760,Romeo Must Die,108.83
15000000,1932,67182787,Coal Miner's Daughter,108.83
7000000,1932,39462438,Crazy Heart,108.83
3000000,1932,17570324,Cat on a Hot Tin Roof,108.83
0,1932,0,The Beyond,108.83
80000000,1925,473226958,Hotel Transylvania 2,109
70000000,1925,177841558,Double Jeopardy,109
2800000,1925,60922980,The Omen,109
15000000,1925,75700498,Diary of a Wimpy Kid,109
9250000,1925,29174648,The Rose,109
3000000,1925,18999718,Beneath the Planet of the Apes,109
35000000,1925,170000000,What Happens in Vegas,109
80000000,1901,90874570,Fantasia 2000,109.08
80000000,1937,123729176,The Time Machine,109.08
40000000,1901,332000000,Back to the Future Part II,109.08
40000000,1937,126546825,Lucy,109.08
25000000,1901,117719158,Final Destination 3,109.08
25000000,1937,99357138,The Lucky One,109.08
15000000,1901,146497771,Mama,109.08
15000000,1937,61399552,National Lampoon's Vacation,109.08
8500000,1901,22456509,Baggage Claim,109.08
9000000,1937,2500000,Barbarella,109.08
3000000,1901,23144499,Air Bud,109.08
16000000,1937,68411275,Pokémon: Spell of the Unknown,109.08
500000,1901,0,The Dark Hours,109.08
860000,1937,2451545,My Beautiful Laundrette,109.08
90000000,1920,0,Mighty Joe Young,109.83
40000000,1920,571006128,Fifty Shades of Grey,109.83
60000000,1920,137587063,Bridge to Terabithia,109.83
15000000,1920,151831537,Bad Grandpa,109.83
0,1920,0,Shipwrecked,109.83
3000000,1920,19472057,Friday the 13th Part VI: Jason Lives,109.83
0,1920,0,Fabled,109.83
102000000,1925,147080413,Swordfish,110
75000000,1951,142400065,The Legend of Zorro,110
38000000,1925,197011982,Spy Kids 3-D: Game Over,110
40000000,1951,152266007,A Time to Kill,110
25000000,1925,116766556,Finding Neverland,110
0,1951,0,A Madea Christmas,110
15000000,1925,123384128,The Queen,110
15000000,1951,73326666,Beetlejuice,110
0,1925,0,Election,110
12000000,1951,20138836,The Namesake,110
3000000,1925,33300000,The Bridge on the River Kwai,110
3000000,1951,15369573,Spaced Invaders,110
0,1925,0,Show Me,110
0,1951,0,Cries and Whispers,110
85000000,1925,71485043,What Dreams May Come,110.58
40000000,1925,190212113,Cheaper by the Dozen,110.58
25000000,1925,77278331,The Grey,110.58
15000000,1925,55184721,Why Did I Get Married?,110.58
8500000,1925,43528634,The DUFF,110.58
2000000,1925,7900000,Family Plot,110.58
385907,1925,8394751,Intolerance,110.58
85000000,1939,0,Little Nicky,111
40000000,1939,149295601,Lone Survivor,111
25000000,1939,122644820,Hide and Seek,111
18000000,1939,0,Little Women,111
22000000,1939,5271666,Glitter,111
3000000,1939,25000000,The Apartment,111
0,1939,0,Trekkies,111
88000000,1920,105316267,The Brothers Grimm,111.08
40000000,1920,107458785,A League of Their Own,111.08
26000000,1920,90574188,Anchorman: The Legend of Ron Burgundy,111.08
17000000,1920,127730736,The Woman in Black,111.08
0,1920,0,The Haunting in Connecticut 2: Ghosts of Georgia,111.08
3000000,1920,15938065,Jason Goes to Hell: The Final Friday,111.08
379000,1920,4358000,The Broadway Melody,111.08
70000000,1948,101371017,Mars Attacks!,111.58
40000000,1948,320170008,The Conjuring 2,111.58
25000000,1948,46836394,GoodFellas,111.58
15000000,1948,66966987,When a Stranger Calls,111.58
8000000,1948,0,Silmido,111.58
3000000,1948,13000000,Torn Curtain,111.58
350000,1948,29400000,The Evil Dead,111.58
0,1925,0,Evolution,111.92
40000000,1925,224920315,The Social Network,111.92
28000000,1925,58795814,Agent Cody Banks,111.92
15000000,1925,52970014,Big Fat Liar,111.92
8500000,1925,4440055,Bright Star,111.92
3000000,1925,11718595,Dave Chappelle's Block Party,111.92
6000000,1925,31081,Maniac,111.92
0,1910,43312294,The Edge,112.75
40000000,1910,177259441,He's Just Not That Into You,112.75
25000000,1910,122489822,Nanny McPhee,112.75
15000000,1910,50000000,The Deer Hunter,112.75
12000000,1910,42345360,My Name Is Khan,112.75
0,1910,229094,Slow West,112.75
0,1910,0,Censored Voices,112.75
80000000,1939,122444772,Surrogates,113
45000000,1939,178262620,Scary Movie 4,113
25000000,1939,65884703,Scarface,113
15000000,1939,64256513,Wag the Dog,113
9000000,1939,6108720,All Is Lost,113
3000000,1939,0,Krush Groove,113
300000,1939,1750211,Murderball,113
80000000,1925,34566746,Thirteen Days,114.33
40000000,1925,161834276,Scream 3,114.33
25000000,1925,0,Nothing to Lose,114.33
17000000,1925,55534455,The Lizzie McGuire Movie,114.33
8000000,1925,1997807,Limbo,114.33
0,1925,0,Next Day Air,114.33
0,1925,0,American Ninja 2: The Confrontation,114.33
80000000,1930,159212469,Daylight,115
80000000,1930,126546518,Walking With Dinosaurs,115
44000000,1930,21400000,Battlefield Earth,115
40000000,1930,244527583,Back to the Future Part III,115
40000000,1930,111811453,Get Hard,115
40000000,1930,215862692,Dracula,115
23000000,1930,43984230,The Last Emperor,115
25000000,1930,63100000,Contraband,115
0,1930,0,Money Talks,115
35000000,1930,42930462,Snitch,115
15000000,1930,61548707,Krampus,115
15000000,1930,40283321,The Faculty,115
0,1930,0,Namastey London,115
6500000,1930,22889018,The Wind That Shakes the Barley,115
7700000,1930,46000000,Yeh Jawaani Hai Deewani,115
3000000,1930,10400000,Elmer Gantry,115
3000000,1930,10000000,Judgment at Nuremberg,115
0,1930,9016377,Trippin',115
0,1930,0,51 Birch Street,115
350000,1930,0,Rotor DR1,115
350000,1930,1000000,12 Angry Men,115
80000000,1907,68514844,Looney Tunes: Back in Action,117
40000000,1907,129540499,Julie & Julia,117
25000000,1907,77208711,There Will Be Blood,117
0,1907,0,What's Love Got to Do with It,117
8250000,1907,30000000,Quo Vadis,117
3000000,1907,9012000,Red River,117
0,1907,246574,My Dog Tulip,117
80000000,1951,53825515,Nine,118
40000000,1951,95020213,42,118
35000000,1951,0,The Wild Thornberrys Movie,118
15000000,1951,44862187,Cop Land,118
0,1951,188126,Repo! The Genetic Opera,118
0,1951,0,Phat Girlz,118
325000,1951,4500000,It Happened One Night,118
80000000,1949,19480739,Timeline,120
40000000,1949,128798265,The Talented Mr. Ripley,120
0,1949,0,Rugrats Go Wild,120
16000000,1949,66468332,Not Another Teen Movie,120
10000000,1949,0,Valley of the Wolves: Iraq,120
3000000,1949,11176469,Before Midnight,120
0,1949,110197,Dogtooth,120
80000000,1955,17626234,The Postman,120.5
40000000,1955,169837010,Dumb and Dumber To,120.5
25000000,1955,41604473,Undercover Brother,120.5
7000000,1955,48126384,End of Watch,120.5
8000000,1955,213928762,Pulp Fiction,120.5
0,1955,0,Teen Wolf Too,120.5
300000,1955,7808524,Tupac: Resurrection,120.5
90000000,1925,69131860,Babe: Pig in the City,121.5
40000000,1925,120455994,Eight Below,121.5
25000000,1925,39053061,The Sisterhood of the Traveling Pants,121.5
15000000,1925,35007180,The Skulls,121.5
0,1925,76657000,The Muppet Movie,121.5
3000000,1925,7282851,Phantasm II,121.5
312000,1925,1281176,Tumbleweeds,121.5
90000000,1928,146936910,The Last Witch Hunter,123.17
35000000,1928,194564672,The Intern,123.17
25000000,1928,64437847,Kiss of the Dragon,123.17
15000000,1928,123726688,The Theory of Everything,123.17
8500000,1928,38697217,Nightcrawler,123.17
3000000,1928,6804016,Woman Thou Art Loosed,123.17
8,1928,16,The Prophecy,123.17
80000000,1926,33463969,Red Planet,123.58
40000000,1926,124827316,Ride Along 2,123.58
25000000,1926,70442940,The House Bunny,123.58
0,1926,0,Malibu's Most Wanted,123.58
8500000,1926,5001655,Club Dread,123.58
0,1926,0,Real Women Have Curves,123.58
0,1926,0,When the Cat's Away,123.58
86000000,1924,107944236,Arthur and the Invisibles,124.42
40000000,1924,75505856,The Last of the Mohicans,124.42
25000000,1924,36351350,Beauty Shop,124.42
15000000,1924,33771174,Where the Heart Is,124.42
8200000,1924,286214286,The Sound of Music,124.42
0,1924,10422387,Water,124.42
300000,1924,0,Pieces of April,124.42
0,1926,19406406,Oceans,124.58
